"name","class","spec","realm","region","guild","faction","zone","encounter","duration","percentile","dps","ilvl","encounter_id","character_id","date","zone_id","report_id","report_fight_id","guild_id"
Nassinha,Druid,Balance,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,452.74,14.800281,5797.1567,243,629,68642603,2023-10-10 01:34:37.465,1018,"6tH7fPkJ8nxQ4XmN",2,708677
Nassinha,Druid,Balance,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,204.395,13.3579035,6651.87,243,633,68642603,2023-10-10 01:43:54.725,1018,"6tH7fPkJ8nxQ4XmN",3,708677
Wolfpizz,Shaman,Elemental,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,479.947,2.2058215,3510.7432,240,629,76327991,2023-10-10 02:05:47.516,1018,hCMwycWa2vkAr7Yx,6,708677
Wolfpizz,Shaman,Elemental,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,246.001,3.561282,4938.553,240,633,76327991,2023-10-10 02:19:06.466,1018,zdVrfwhA4Y12KPHv,10,708677
Wolfpizz,Shaman,Elemental,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,229.542,8.187382,8370.686,240,641,76327991,2023-10-10 02:45:44.227,1018,zdVrfwhA4Y12KPHv,14,708677
Thorannos,Paladin,Retribution,faerlina,us,Teleton,horde,Trial of the Crusader,Anub'arak,282.772,5.966177,5981.466,229,645,76991856,2023-10-09 23:42:35.621,1018,ta6fV9ZmcGwv7YCg,8,708677
Kekeu,Rogue,Combat,benediction,us,É Foda Bê,alliance,Trial of the Crusader,The Northrend Beasts,323.049,87.63175,10033.069,248,629,71684501,2023-09-12 01:10:04.129,1018,rRbjVCyTwXNF6nz2,2,641689
Ëlma,Warlock,Demonology,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,257.565,0.91909796,4294.0425,239,633,76159487,2023-09-29 20:32:00.533,1018,"6Wd7R9rwJcQvTLtH",21,708677
Jeferchami,Shaman,Elemental,faerlina,us,CORE B,horde,Trial of the Crusader,Twin Val'kyr,196.569,9.998619,8849.468,239,641,75862135,2023-10-09 01:38:35.228,1018,"1nqx8Q2kAYgtv7BJ",11,708067
Kekeu,Rogue,Combat,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Lord Jaraxxus,156.249,58.7061,10379.472,246,633,71684501,2023-09-05 01:17:15.434,1018,DkmcG3WtqYjhX8QR,3,641689
Zuldrakar,Shaman,Enhancement,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Twin Val'kyr,198.225,3.1627905,7134.12,243,641,76608501,2023-10-07 05:00:57.355,1018,Mx1TLkXvC6zdVZp8,6,680362
Mherlini,Mage,Fire,faerlina,us,CORE B,horde,Trial of the Crusader,Lord Jaraxxus,209.52,13.0571165,7899.924,233,633,76457686,2023-10-08 23:51:39.832,1018,j7XyYGQH2aqJLcCF,7,708067
Kekeu,Rogue,Combat,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Twin Val'kyr,155.509,79.12395,17284.13,250,641,71684501,2023-10-06 23:58:44.196,1018,m72b6GqAPDM19hVy,4,641689
Kekeu,Rogue,Combat,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Anub'arak,316.27,84.814964,9273.82,244,645,71684501,2023-08-22 03:10:06.830,1018,d42pqYLbjgntQWD8,20,641689
Kavius,Shaman,Elemental,benediction,us,PAF,alliance,Trial of the Crusader,The Northrend Beasts,475.431,4.0595083,4330.5366,209,629,77135522,2023-10-06 23:45:03.410,1018,GAHWRrfgmz2Cpkc3,6,676493
Kavius,Shaman,Elemental,benediction,us,PAF,alliance,Trial of the Crusader,Lord Jaraxxus,247.686,3.3679218,4863.973,209,633,77135522,2023-10-06 23:56:11.067,1018,gAYWrL31mNfDX7kb,7,676493
Kavius,Shaman,Elemental,benediction,us,PAF,alliance,Trial of the Crusader,Twin Val'kyr,212.299,4.6518707,7221.2397,209,641,77135522,2023-10-07 00:16:51.207,1018,gAYWrL31mNfDX7kb,10,676493
Magmagirl,Shaman,Elemental,faerlina,us,Confia,horde,Trial of the Crusader,The Northrend Beasts,415.563,39.28792,7128.472,234,629,77001300,2023-10-07 01:24:32.201,1018,DYCNmfpcvwhMQdxz,16,671729
Magmagirl,Shaman,Elemental,faerlina,us,Confia,horde,Trial of the Crusader,Lord Jaraxxus,205.902,43.74775,8851.332,234,633,77001300,2023-10-07 01:34:45.980,1018,DYCNmfpcvwhMQdxz,17,671729
Magmagirl,Shaman,Elemental,faerlina,us,Confia,horde,Trial of the Crusader,Twin Val'kyr,203.387,46.089603,12380.506,234,641,77001300,2023-10-07 01:52:34.357,1018,PVdYZRcACHGv8Qzn,6,671729
Fritosalad,Priest,Shadow,faerlina,us,CORE B,horde,Trial of the Crusader,The Northrend Beasts,471.214,0.859596,2209.1602,238,629,76928500,2023-10-08 00:34:52.439,1018,t2k7MpHmaqwrLGKv,2,708067
Aatrøx,DeathKnight,Unholy,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Lord Jaraxxus,189.993,24.53036,8987.578,240,633,68538625,2023-10-07 01:10:28.905,1018,rg6DTNd4FqvmX1LQ,5,638882
Frozenss,Priest,Shadow,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,195.504,4.15635,3904.314,230,641,76926597,2023-10-09 00:00:38.873,1018,jC1N9HVaZhfWGmbr,14,708677
Batocombug,Warlock,Demonology,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Lord Jaraxxus,183.278,30.50944,8374.011,231,633,77037046,2023-10-08 18:11:41.985,1018,p2wM46gkm7XcrTyb,3,680362
Firemaster,Mage,Fire,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Twin Val'kyr,179.874,3.1051252,4599.6143,231,641,72896817,2023-10-08 18:33:20.902,1018,p2wM46gkm7XcrTyb,9,680362
Cadbr,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,389.698,25.400417,6679.162,236,629,67219786,2023-06-22 22:46:31.467,1018,ym8LJ2X9cQvNZ4pB,2,602367
Astorie,Rogue,Combat,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,210.086,99.77288,12699.53,255,629,61854740,2023-10-05 01:12:13.451,1018,cAFr61K9kyQqVhmw,18,602367
Gennisp,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,283.595,47.51584,7516.952,240,645,76431985,2023-10-03 02:31:18.243,1018,CtayJY8TjFmwrMxv,7,602367
Atsuya,Hunter,Survival,faerlina,us,Gratz,horde,Trial of the Crusader,Lord Jaraxxus,124.849,99.39027,14116.052,252,633,59945876,2023-10-03 23:21:17.648,1018,V9AxPXGMfkbv2Br4,25,632029
Barthø,Paladin,Retribution,benediction,us,PAF,alliance,Trial of the Crusader,The Northrend Beasts,314.725,15.860865,5294.0615,235,629,64557037,2023-10-01 22:14:48.740,1018,FL8rfWG29ZwAahM7,2,676493
Greenleaf,Hunter,Survival,faerlina,us,Popcorn Lil Sacks,horde,Trial of the Crusader,Anub'arak,301.264,51.6844,8591.262,251,645,74668982,2023-09-13 02:16:57.242,1018,"1YPwR4avDgx9fHCV",2,601520
Inxøk,Shaman,Enhancement,benediction,us,É Foda Bê,alliance,Trial of the Crusader,The Northrend Beasts,347.074,57.839314,8052.6626,240,629,61406237,2023-09-07 01:22:02.289,1018,HC4R7TGpVWvt8LQZ,15,641689
Akkromadk,DeathKnight,Blood (DPS),faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,278.542,57.841515,2272.4114,251,629,74339805,2023-10-04 00:00:03.051,1018,"3DbnhLARyG8KCTpX",2,702370
Robago,Warlock,Affliction,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Twin Val'kyr,179.874,12.649127,9987.024,243,641,76901918,2023-10-08 18:33:20.902,1018,p2wM46gkm7XcrTyb,9,680362
Tchubelres,Rogue,Assassination,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Lord Jaraxxus,183.278,28.490648,7841.896,239,633,76996626,2023-10-08 18:11:41.985,1018,p2wM46gkm7XcrTyb,3,680362
Maytz,Rogue,Assassination,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,106.704,99.54149,20476.44,253,641,75799500,2023-10-08 19:44:47.853,1018,qMm16dGXCkNJnRwZ,22,706604
Maytz,Rogue,Assassination,faerlina,us,despair,horde,Trial of the Crusader,Anub'arak,126.769,99.75482,12443.8545,253,645,75799500,2023-10-08 20:15:51.933,1018,"6CTFKtLnGhzjDW8Q",21,706604
Soonits,Druid,Feral,faerlina,us,despair,horde,Trial of the Crusader,The Northrend Beasts,281.256,98.70836,11667.108,255,629,75694988,2023-10-01 17:00:16.911,1018,r813KN4Cw6vmVGpd,2,706604
Soonits,Druid,Feral,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,124.949,97.508194,12654.003,252,633,75694988,2023-08-19 18:11:52.238,1018,cm38xVyhatbYBHMX,3,706604
Gabdulf,Druid,Balance,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Anub'arak,353.149,28.579296,7480.041,250,645,75223908,2023-10-05 01:13:02.281,1018,wpBj13JgL6f7CAKM,8,702370
Soonits,Druid,Feral,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,143.977,85.31815,16617.78,255,641,75694988,2023-10-01 17:17:22.236,1018,r813KN4Cw6vmVGpd,6,706604
Himi,Warrior,Fury,faerlina,us,despair,horde,Trial of the Crusader,The Northrend Beasts,268.407,94.92278,10272.586,255,629,75817038,2023-09-09 17:54:05.935,1018,Zc9W16NjDRaHxrGy,2,706604
Himi,Warrior,Fury,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,127.458,97.652824,14066.453,255,633,75817038,2023-09-23 17:12:51.844,1018,ZTNWb4f7BMn2aXQr,3,706604
Aristotems,Shaman,Enhancement,faerlina,us,despair,horde,Trial of the Crusader,The Northrend Beasts,268.407,89.32163,9615.328,251,629,74076642,2023-09-09 17:54:05.935,1018,Zc9W16NjDRaHxrGy,2,706604
Stanazolol,DeathKnight,Frost,faerlina,us,Magnum,horde,Trial of the Crusader,Twin Val'kyr,120.479,99.4134,17583.389,249,641,68982742,2023-09-24 23:52:25.722,1018,"8k6bWrNFDmZvGqJQ",6,699550
Futureshield,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,94.065,19.119776,6642.9277,246,633,73817583,2023-10-05 01:54:38.775,1018,cAFr61K9kyQqVhmw,27,602367
Crouch,Paladin,Retribution,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,176.079,17.732315,7112.137,224,633,68244005,2023-08-15 00:24:18.363,1018,wT4ynN1aD37cXJp2,3,602367
Yavelmago,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,258.478,41.832554,8950.355,242,645,76145289,2023-08-31 23:44:32.052,1018,tRqmrcbF4xQK613k,9,602367
Skillbugada,Paladin,Retribution,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,195.504,39.795616,12749.99,228,641,77132659,2023-10-09 00:00:38.873,1018,jC1N9HVaZhfWGmbr,14,708677
Smirnøff,Mage,Arcane,faerlina,us,Teleton,horde,Trial of the Crusader,The Northrend Beasts,461.783,2.6824715,2545.3518,232,629,77172967,2023-10-08 23:21:54.744,1018,jC1N9HVaZhfWGmbr,10,708677
Smirnøff,Mage,Arcane,faerlina,us,Teleton,horde,Trial of the Crusader,Lord Jaraxxus,242.522,8.612454,5151.751,232,633,77172967,2023-10-08 23:36:16.470,1018,jC1N9HVaZhfWGmbr,11,708677
Smirnøff,Mage,Arcane,faerlina,us,Teleton,horde,Trial of the Crusader,Twin Val'kyr,195.504,17.813543,6492.737,232,641,77172967,2023-10-09 00:00:38.873,1018,jC1N9HVaZhfWGmbr,14,708677
Bruss,Warrior,Fury,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,210.086,99.89107,13169.939,257,629,59048703,2023-10-05 01:12:13.451,1018,cAFr61K9kyQqVhmw,18,602367
Rukez,DeathKnight,Unholy,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,122.701,97.54672,14782.341,256,633,75799508,2023-09-23 18:05:03.594,1018,NKBtdPqhMwHmWVa7,10,706604
Soonits,Druid,Feral,faerlina,us,despair,horde,Trial of the Crusader,Anub'arak,274.982,91.13869,10016.67,255,645,75694988,2023-10-01 17:31:53.677,1018,r813KN4Cw6vmVGpd,8,706604
Himi,Warrior,Fury,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,131.28,92.22122,16750.945,255,641,75817038,2023-09-23 17:22:18.289,1018,NKBtdPqhMwHmWVa7,6,706604
Himi,Warrior,Fury,faerlina,us,despair,horde,Trial of the Crusader,Anub'arak,272.945,77.28067,9488.22,255,645,75817038,2023-09-17 21:02:48.487,1018,"1TFp7xPvBW2cNkrm",9,706604
Triboulet,Shaman,Elemental,faerlina,us,despair,horde,Trial of the Crusader,The Northrend Beasts,253.688,92.396835,10019.758,243,629,71319367,2023-08-26 17:05:29.098,1018,G2bBkDNqwV1v38Pd,2,706604
Triboulet,Shaman,Elemental,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,119.562,97.43712,12824.534,247,633,71319367,2023-09-30 18:11:33.751,1018,HBNMFy6n7Tz2txwC,10,706604
Triboulet,Shaman,Elemental,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,133.27,96.57384,17021.836,243,641,71319367,2023-09-23 18:14:15.031,1018,NKBtdPqhMwHmWVa7,13,706604
Triboulet,Shaman,Elemental,faerlina,us,despair,horde,Trial of the Crusader,Anub'arak,254.085,69.41192,8571.466,247,645,71319367,2023-09-30 18:24:23.354,1018,HBNMFy6n7Tz2txwC,15,706604
Stanazolol,DeathKnight,Unholy,faerlina,us,Magnum,horde,Trial of the Crusader,The Northrend Beasts,272.292,19.969389,6301.5625,250,629,68982742,2023-10-08 23:36:37.173,1018,wrhGgaZkmVA6dz1x,3,699550
Shamtie,Warlock,Affliction,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Anub'arak,274.08,0.91816354,4673.322,239,645,72236952,2023-08-10 00:18:17.774,1018,xwDCf2hGFzN6KWHB,7,641689
Djøy,DeathKnight,Unholy,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Anub'arak,340.681,14.149337,8018.381,230,645,71759796,2023-10-08 04:40:36.122,1018,dzyJmAxTb98wqPav,9,641689
Hotgiver,Druid,Feral,benediction,us,É Foda Bê,alliance,Trial of the Crusader,The Northrend Beasts,372.514,29.383093,7451.541,243,629,63317308,2023-08-31 00:49:14.263,1018,wXZrzDJ1fvm4Cnad,9,641689
Hotgiver,Druid,Feral,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Lord Jaraxxus,174.933,46.5077,9661.219,246,633,63317308,2023-09-29 01:12:18.687,1018,KGDJtaqhPvgrBb7x,10,641689
Hotgiver,Druid,Feral,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Twin Val'kyr,179.82,32.97949,12853.304,244,641,63317308,2023-09-15 00:35:54.352,1018,MhYmz2Fg7anVk6H3,6,641689
Huntergilmar,Hunter,Marksmanship,benediction,us,É Foda Bê,alliance,Trial of the Crusader,The Northrend Beasts,432.783,28.946466,6214.0283,245,629,68946880,2023-07-05 23:48:05.306,1018,LT6ytzcAJCah3gDx,2,641689
Huntergilmar,Hunter,Survival,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Lord Jaraxxus,128.705,95.580536,13024.148,250,633,68946880,2023-09-15 01:35:31.589,1018,YaFBvHphVzGqT1XZ,1,641689
Huntergilmar,Hunter,Marksmanship,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Lord Jaraxxus,191.46,66.398254,9213.151,245,633,68946880,2023-07-06 00:12:07.828,1018,wd7GaVZF4Mv8pTHB,3,641689
Huntergilmar,Hunter,Survival,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Twin Val'kyr,147.123,84.23723,12434.908,250,641,68946880,2023-08-17 00:34:51.665,1018,"9KNyXZa8db4Q1Vvc",6,641689
Nway,DeathKnight,Unholy,benediction,us,É Foda Bê,alliance,Trial of the Crusader,Lord Jaraxxus,135.005,73.128105,12220.251,246,633,68139077,2023-08-24 00:05:07.719,1018,pgHx4jAa7NcJnBWm,3,641689
Pottira,Hunter,Survival,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Twin Val'kyr,152.139,55.451744,10357.075,246,641,55518837,2023-08-29 23:45:13.432,1018,J8NrHAbFYq9GVnc3,11,638882
Smokaii,Mage,Fire,faerlina,us,Blood Fury,horde,Trial of the Crusader,Lord Jaraxxus,109.5,99.79278,20029.826,254,633,60713478,2023-10-03 23:54:39.940,1018,HL7hk28wAGCK1aqW,11,479641
Sagrader,Shaman,Elemental,faerlina,us,P R O J E T O,horde,Trial of the Crusader,The Northrend Beasts,304.387,70.35763,8550.933,242,629,61479548,2023-10-03 23:06:06.314,1018,PpvcKyLha3nD4fFA,2,638882
Sagrader,Shaman,Elemental,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Lord Jaraxxus,134.495,76.83072,10760.355,242,633,61479548,2023-10-03 23:13:51.233,1018,PpvcKyLha3nD4fFA,3,638882
Sagrader,Shaman,Elemental,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Twin Val'kyr,179.434,29.044355,11068.588,237,641,61479548,2023-09-26 23:33:41.783,1018,"1LndBvqTtwMakWJ6",6,638882
Sagrader,Shaman,Elemental,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Anub'arak,283.558,70.2125,8595.173,242,645,61479548,2023-10-03 23:53:50.107,1018,PpvcKyLha3nD4fFA,9,638882
Arquiteta,Hunter,Survival,faerlina,us,P R O J E T O,horde,Trial of the Crusader,The Northrend Beasts,391.706,33.096,7234.931,245,629,75023510,2023-10-04 23:36:55.208,1018,xr67CDBa4WnLGycP,2,638882
Huntreta,Hunter,Survival,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Twin Val'kyr,218.403,31.249598,8625.381,244,641,75023509,2023-08-31 00:36:14.387,1018,wGbMPH1jvtRWfZKF,9,638882
Palyassada,Paladin,Retribution,faerlina,us,P R O J E T O,horde,Trial of the Crusader,The Northrend Beasts,368.74,50.916435,7562.6636,243,629,74095899,2023-10-07 00:55:28.513,1018,rg6DTNd4FqvmX1LQ,4,638882
Palyassada,Paladin,Retribution,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Lord Jaraxxus,189.993,47.07245,9127.979,243,633,74095899,2023-10-07 01:10:28.905,1018,rg6DTNd4FqvmX1LQ,5,638882
Palyassada,Paladin,Retribution,faerlina,us,P R O J E T O,horde,Trial of the Crusader,Twin Val'kyr,206.256,41.859306,12920.633,243,641,74095899,2023-10-07 01:32:50.509,1018,rg6DTNd4FqvmX1LQ,8,638882
Empdk,DeathKnight,Frost,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Lord Jaraxxus,272.953,4.612905,5511.806,234,633,70322167,2023-07-13 19:42:15.000,1018,mTXJw167hNPrdDAg,3,702370
Gabdulf,Druid,Balance,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,335.073,57.67489,8045.0513,250,629,75223908,2023-10-05 00:26:40.640,1018,wpBj13JgL6f7CAKM,2,702370
Aristotems,Shaman,Enhancement,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,122.701,88.67313,11941.451,252,633,74076642,2023-09-23 18:05:03.594,1018,NKBtdPqhMwHmWVa7,10,706604
Himinbjorg,Warrior,Fury,faerlina,us,despair,horde,Trial of the Crusader,The Northrend Beasts,318.735,50.93454,7562.9834,244,629,63315747,2023-07-02 19:36:48.322,1018,"7nBpCygDwLFH4jhR",28,706604
Azzlock,Warlock,Demonology,faerlina,us,despair,horde,Trial of the Crusader,The Northrend Beasts,305.808,43.223557,7575.922,252,629,65458079,2023-09-17 20:40:30.826,1018,"1TFp7xPvBW2cNkrm",2,706604
Azzlock,Warlock,Affliction,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,122.701,92.58317,12322.141,252,633,65458079,2023-09-23 18:05:03.594,1018,NKBtdPqhMwHmWVa7,10,706604
Azzlock,Warlock,Demonology,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,133.094,66.162445,9942.529,252,633,65458079,2023-09-17 20:47:48.992,1018,aVFwvgNH9R8QYf34,3,706604
Azzlock,Warlock,Affliction,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,133.27,90.454865,17562.723,252,641,65458079,2023-09-23 18:14:15.031,1018,NKBtdPqhMwHmWVa7,13,706604
Azzlock,Warlock,Demonology,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,140.656,80.27383,14276.839,252,641,65458079,2023-09-17 20:57:29.319,1018,"1TFp7xPvBW2cNkrm",8,706604
Azzlock,Warlock,Affliction,faerlina,us,despair,horde,Trial of the Crusader,Anub'arak,126.769,98.40228,12346.631,253,645,65458079,2023-10-08 20:15:51.933,1018,"6CTFKtLnGhzjDW8Q",21,706604
Azzlock,Warlock,Demonology,faerlina,us,despair,horde,Trial of the Crusader,Anub'arak,272.945,70.30661,8787.44,252,645,65458079,2023-09-17 21:02:48.487,1018,"1TFp7xPvBW2cNkrm",9,706604
Gabdulf,Druid,Balance,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,170.307,63.680634,13779.656,250,641,75223908,2023-10-05 00:52:21.963,1018,wpBj13JgL6f7CAKM,6,702370
Colisse,Warlock,Affliction,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,144.42,73.717255,15483.61,240,641,64328577,2023-10-07 00:55:27.707,1018,qYN8hJpZdL9fgjKr,7,702370
Pachorrow,Warlock,Affliction,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,109.084,98.15572,19421.445,253,641,69655455,2023-10-05 02:45:27.942,1018,cAFr61K9kyQqVhmw,37,602367
Elynne,Warlock,Demonology,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,149.134,99.19099,16515.973,247,641,59212258,2023-07-05 00:42:46.711,1018,XQ7FxKLWDNGy2ZbP,6,602367
Dermexes,Paladin,Retribution,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,126.205,63.79695,14587.228,245,641,74545288,2023-10-03 00:23:55.117,1018,b6vxqL4yaB87AcFp,6,602367
Rebelion,DeathKnight,Frost,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,132.055,97.40081,12076.294,248,633,68091994,2023-09-05 02:17:47.250,1018,"3rVnyPvjfqAG1xdK",3,602367
Rebelion,DeathKnight,Frost,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,136.974,96.64901,16506.629,248,641,68091994,2023-09-05 02:27:46.458,1018,"3rVnyPvjfqAG1xdK",6,602367
Akimbro,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,121.403,99.719154,19029.834,255,633,73797299,2023-10-03 00:12:59.342,1018,b6vxqL4yaB87AcFp,3,602367
Cromado,DeathKnight,Unholy,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,94.065,95.09735,14164.599,254,633,73906649,2023-10-05 01:54:38.775,1018,cAFr61K9kyQqVhmw,27,602367
Subacu,Priest,Shadow,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,239.521,89.943054,8773.615,251,645,73906646,2023-09-14 00:33:03.430,1018,xqh6ZayGLBdwF7pM,9,602367
Aquino,Warlock,Affliction,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,131.087,80.64189,11409.491,252,633,62133740,2023-09-14 00:14:24.117,1018,xqh6ZayGLBdwF7pM,3,602367
Aquino,Warlock,Affliction,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,153.783,56.693077,13891.86,244,641,62133740,2023-07-19 01:52:05.226,1018,"3d8VgWmTJXrBt2Rf",35,602367
Aquino,Warlock,Affliction,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,303.318,79.755394,9752.916,252,645,62133740,2023-10-04 01:28:17.606,1018,TxNdrGy1Ahk7RPq4,8,602367
Astorie,Rogue,Combat,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,94.065,98.90135,13308.967,255,633,61854740,2023-10-05 01:54:38.775,1018,cAFr61K9kyQqVhmw,27,602367
Astorie,Rogue,Combat,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,149.761,94.72789,18781.352,251,641,61854740,2023-09-05 01:25:43.147,1018,Y9hW3Bkt4wJFjzH7,6,602367
Astorie,Rogue,Combat,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,123.312,99.65211,13529.178,255,645,61854740,2023-10-05 03:16:58.574,1018,cAFr61K9kyQqVhmw,45,602367
Gizmods,Druid,Balance,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Anub'arak,231.621,67.188255,8572.306,245,645,51769050,2023-09-05 01:43:11.450,1018,Y9hW3Bkt4wJFjzH7,8,602367
Lgstrembo,Rogue,Assassination,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,126.123,99.262184,12671.853,250,633,76451598,2023-09-21 01:46:15.820,1018,"1r4TbMcZf8CkRwYQ",4,602367
Ousak,Warlock,Demonology,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,272.377,88.628975,9361.069,245,629,59748832,2023-08-16 01:18:58.228,1018,tx3TqbJZYpVBGPcC,2,602367
Pikinha,Mage,Fire,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Twin Val'kyr,122.429,97.45574,17977.627,253,641,66907972,2023-10-03 02:07:03.630,1018,NqFbVyPRv2AX3k6M,16,602367
Timboomy,Druid,Balance,faerlina,us,Gratz,horde,Trial of the Crusader,Anub'arak,263.935,89.946465,9305.438,255,645,67847791,2023-10-03 21:42:07.380,1018,V9AxPXGMfkbv2Br4,6,632029
Baloou,Druid,Feral,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,The Northrend Beasts,294.081,15.878394,6200.5293,229,629,64046308,2023-10-01 23:04:12.577,1018,g4jDXfVvN1P9CTRm,2,602367
Baloou,Druid,Feral,faerlina,us,Posto Ipiranga,horde,Trial of the Crusader,Lord Jaraxxus,154.08,19.232746,7320.6646,229,633,64046308,2023-10-01 23:10:51.014,1018,g4jDXfVvN1P9CTRm,3,602367
Azzanorr,Paladin,Retribution,faerlina,us,despair,horde,Trial of the Crusader,The Northrend Beasts,284.195,93.79056,9663.368,251,629,68795515,2023-09-21 00:32:57.418,1018,ZRq4mnLJXAD8hdBw,2,706604
Azzanorr,Paladin,Retribution,faerlina,us,despair,horde,Trial of the Crusader,Lord Jaraxxus,127.5,95.10276,11876.557,252,633,68795515,2023-10-05 00:41:18.576,1018,m67KvHaxyNpQcMnZ,3,706604
Azzanorr,Paladin,Retribution,faerlina,us,despair,horde,Trial of the Crusader,Twin Val'kyr,143.987,98.85782,17660.852,252,641,68795515,2023-10-02 00:28:30.197,1018,HxLfzNZ7jQBCVdta,6,706604
Azzanorr,Paladin,Retribution,faerlina,us,despair,horde,Trial of the Crusader,Anub'arak,275.757,95.15701,9782.751,250,645,68795515,2023-09-07 01:18:52.959,1018,ZmatTQz1JrXkfbCF,10,706604
