"id","name","guild","realm","region","faction","is_blacklisted","class"
70790393,Vemtranquilø,É Foda Bê,benediction,us,alliance,false,Warlock
74431813,Abyo,P R O J E T O,faerlina,us,horde,false,Warrior
74449880,Arquitêta,P R O J E T O,faerlina,us,horde,false,Druid
74193223,Ashguine,P R O J E T O,faerlina,us,horde,false,Rogue
72544692,Barbinha,P R O J E T O,faerlina,us,horde,false,DeathKnight
52825410,Buneca,P R O J E T O,faerlina,us,horde,false,Warrior
60911425,Cavalera,P R O J E T O,faerlina,us,horde,false,Rogue
60428537,Chococream,P R O J E T O,faerlina,us,horde,false,Warrior
75960754,Demethostes,P R O J E T O,faerlina,us,horde,false,Mage
68532795,Drborges,P R O J E T O,faerlina,us,horde,false,DeathKnight
61410451,Elizeryd,P R O J E T O,faerlina,us,horde,false,Paladin
67294056,Exorz,P R O J E T O,faerlina,us,horde,false,Paladin
60045521,Felten,P R O J E T O,faerlina,us,horde,false,Mage
61810390,Fubá,P R O J E T O,faerlina,us,horde,false,Druid
68243484,Hornicane,P R O J E T O,faerlina,us,horde,false,Druid
68092467,Leblan,P R O J E T O,faerlina,us,horde,false,Priest
76432065,Lohok,P R O J E T O,faerlina,us,horde,false,DeathKnight
68092466,Malvadão,P R O J E T O,faerlina,us,horde,false,Shaman
75596270,Polycia,P R O J E T O,faerlina,us,horde,false,Paladin
55518837,Pottira,P R O J E T O,faerlina,us,horde,false,Hunter
68982760,Priestana,P R O J E T O,faerlina,us,horde,false,Priest
76217501,Rainzul,P R O J E T O,faerlina,us,horde,false,Warlock
61479548,Sagrader,P R O J E T O,faerlina,us,horde,false,Shaman
58242459,Twhanubis,P R O J E T O,faerlina,us,horde,false,Warlock
63270265,Viperkiller,P R O J E T O,faerlina,us,horde,false,Hunter
59806206,Ønipotente,P R O J E T O,faerlina,us,horde,false,Mage
55110325,Sunderela,P R O J E T O,faerlina,us,horde,false,Warrior
64536384,Bawdanzee,P R O J E T O,faerlina,us,horde,false,Shaman
72588130,Bunek,P R O J E T O,faerlina,us,horde,false,Warlock
49583175,Eckss,P R O J E T O,faerlina,us,horde,false,Druid
60447048,Henríque,P R O J E T O,faerlina,us,horde,false,Priest
68538626,Montanhoso,P R O J E T O,faerlina,us,horde,false,Paladin
60879030,Oniipotente,P R O J E T O,faerlina,us,horde,false,Priest
68686374,Polyka,P R O J E T O,faerlina,us,horde,false,DeathKnight
60879029,Suriell,P R O J E T O,faerlina,us,horde,false,Paladin
52740232,Walkerian,P R O J E T O,faerlina,us,horde,false,Mage
68260360,Väumon,P R O J E T O,faerlina,us,horde,false,Warrior
75023510,Arquiteta,P R O J E T O,faerlina,us,horde,false,Hunter
59104627,Domus,P R O J E T O,faerlina,us,horde,false,Druid
73943357,Huelock,P R O J E T O,faerlina,us,horde,false,Warlock
75023509,Huntreta,P R O J E T O,faerlina,us,horde,false,Hunter
75885071,Kuritapy,P R O J E T O,faerlina,us,horde,false,Druid
72425568,Lolbubble,P R O J E T O,faerlina,us,horde,false,Paladin
70704105,Mäuloso,P R O J E T O,faerlina,us,horde,false,Paladin
72236454,Még,P R O J E T O,faerlina,us,horde,false,Shaman
74095899,Palyassada,P R O J E T O,faerlina,us,horde,false,Paladin
75774844,Smoger,P R O J E T O,faerlina,us,horde,false,Mage
72140302,Suzumebachii,P R O J E T O,faerlina,us,horde,false,Warrior
72835700,Ságradii,P R O J E T O,faerlina,us,horde,false,Priest
46051283,Twhchacal,P R O J E T O,faerlina,us,horde,false,Warrior
62885409,Wxysz,P R O J E T O,faerlina,us,horde,false,Shaman
62137191,Corruptora,P R O J E T O,faerlina,us,horde,false,Paladin
74337123,Palavrinha,P R O J E T O,faerlina,us,horde,false,Paladin
75145858,Xamabulancia,P R O J E T O,faerlina,us,horde,false,Shaman
74339805,Akkromadk,DAMNATlON,faerlina,us,horde,false,DeathKnight
67734085,Albinao,DAMNATlON,faerlina,us,horde,false,Druid
74773084,Anyz,DAMNATlON,faerlina,us,horde,false,Priest
74507791,Baianagotica,DAMNATlON,faerlina,us,horde,false,DeathKnight
74340742,Branqsimura,DAMNATlON,faerlina,us,horde,false,Priest
75946710,Casas,DAMNATlON,faerlina,us,horde,false,Warrior
41242077,Cloudex,DAMNATlON,faerlina,us,horde,false,DeathKnight
51993750,Emp,DAMNATlON,faerlina,us,horde,false,Warrior
69466702,Fërun,DAMNATlON,faerlina,us,horde,false,Paladin
74420665,Gabanees,DAMNATlON,faerlina,us,horde,false,Priest
74319802,Gatinhamá,Long Live RocknRoll,faerlina,us,horde,false,Druid
74360851,Glicínia,DAMNATlON,faerlina,us,horde,false,Hunter
74360850,Iilpyro,DAMNATlON,faerlina,us,horde,false,Mage
73906524,Lepolitana,DAMNATlON,faerlina,us,horde,false,Warlock
74361775,Lildiick,DAMNATlON,faerlina,us,horde,false,Mage
74339804,Linkinwl,DAMNATlON,faerlina,us,horde,false,Warlock
74319801,Narcö,DAMNATlON,faerlina,us,horde,false,Shaman
60097797,Nocryplss,DAMNATlON,faerlina,us,horde,false,Hunter
74509518,Nouwaydk,DAMNATlON,faerlina,us,horde,false,DeathKnight
75678171,Nouwaylk,DAMNATlON,faerlina,us,horde,false,Warlock
74481033,Prothëra,DAMNATlON,faerlina,us,horde,false,Paladin
74469571,Raião,DAMNATlON,faerlina,us,horde,false,Shaman
75760220,Shannkz,DAMNATlON,faerlina,us,horde,false,Rogue
69170626,Trevasz,DAMNATlON,faerlina,us,horde,false,Paladin
74507647,Zatarina,DAMNATlON,faerlina,us,horde,false,Priest
69216237,Zeltan,DAMNATlON,faerlina,us,horde,false,Paladin
74420664,Akkromadruid,DAMNATlON,faerlina,us,horde,false,Druid
75723442,Andromeða,DAMNATlON,faerlina,us,horde,false,Shaman
74360846,Bitonera,DAMNATlON,faerlina,us,horde,false,Warrior
75805542,Boigalinha,DAMNATlON,faerlina,us,horde,false,Druid
74316561,Claudex,DAMNATlON,faerlina,us,horde,false,Paladin
74360847,Danst,DAMNATlON,faerlina,us,horde,false,DeathKnight
70322167,Empdk,DAMNATlON,faerlina,us,horde,false,DeathKnight
69308984,Escrava,DAMNATlON,faerlina,us,horde,false,Paladin
74339803,Gabani,DAMNATlON,faerlina,us,horde,false,Paladin
74299363,Impellitteri,DAMNATlON,faerlina,us,horde,false,Mage
75081655,Linkinm,DAMNATlON,faerlina,us,horde,false,Mage
61219729,Mehgic,DAMNATlON,faerlina,us,horde,false,Rogue
74386367,Nebuulaa,DAMNATlON,faerlina,us,horde,false,Warlock
72681058,Nerfpally,DAMNATlON,faerlina,us,horde,false,Paladin
74486887,Nouwayi,DAMNATlON,faerlina,us,horde,false,Warrior
75665794,Rexmvp,DAMNATlON,faerlina,us,horde,false,Hunter
61706770,Sarragirl,DAMNATlON,faerlina,us,horde,false,Priest
74745560,Senthiel,DAMNATlON,faerlina,us,horde,false,Priest
74320837,Shoockz,DAMNATlON,faerlina,us,horde,false,Shaman
74360845,Solenía,DAMNATlON,faerlina,us,horde,false,Warlock
74360848,Sunita,DAMNATlON,faerlina,us,horde,false,Paladin
75504597,Trevasco,DAMNATlON,faerlina,us,horde,false,Mage
69839671,Trevazs,DAMNATlON,faerlina,us,horde,false,Mage
74340745,Zatarinha,DAMNATlON,faerlina,us,horde,false,Shaman
74340740,Zirico,DAMNATlON,faerlina,us,horde,false,Rogue
74319803,Akkrøma,DAMNATlON,faerlina,us,horde,false,Paladin
74360702,Bloodw,DAMNATlON,faerlina,us,horde,false,Warlock
74386351,Claudexx,DAMNATlON,faerlina,us,horde,false,Shaman
74340736,Covalque,DAMNATlON,faerlina,us,horde,false,Paladin
75471702,Covälque,DAMNATlON,faerlina,us,horde,false,Shaman
68110500,Dkiing,DAMNATlON,faerlina,us,horde,false,DeathKnight
74339808,Elssisqtwo,DAMNATlON,faerlina,us,horde,false,Priest
74340741,Emocareca,DAMNATlON,faerlina,us,horde,false,Warrior
68241363,Empd,DAMNATlON,faerlina,us,horde,false,Druid
75223908,Gabdulf,DAMNATlON,faerlina,us,horde,false,Druid
74567605,Impellitterl,DAMNATlON,faerlina,us,horde,false,Warlock
74549985,Johnnyeusolo,DAMNATlON,faerlina,us,horde,false,Rogue
75881619,Kalflic,DAMNATlON,faerlina,us,horde,false,Warlock
74682959,Mehgicc,DAMNATlON,faerlina,us,horde,false,Mage
75760221,Mojorisín,DAMNATlON,faerlina,us,horde,false,Hunter
74486888,Narkin,DAMNATlON,faerlina,us,horde,false,Druid
68368438,Netoca,DAMNATlON,faerlina,us,horde,false,DeathKnight
74481034,Nouwaymge,DAMNATlON,faerlina,us,horde,false,Mage
74340739,Prothera,DAMNATlON,faerlina,us,horde,false,Paladin
74507792,Raphdk,DAMNATlON,faerlina,us,horde,false,DeathKnight
74319804,Rexpeitaboot,DAMNATlON,faerlina,us,horde,false,Paladin
74340744,Shockzz,DAMNATlON,faerlina,us,horde,false,Warrior
75200678,Tangerinas,DAMNATlON,faerlina,us,horde,false,Priest
74339807,Taxas,DAMNATlON,faerlina,us,horde,false,Priest
73846684,Zyhrah,DAMNATlON,faerlina,us,horde,false,DeathKnight
75399965,Caiocrack,Long Live RocknRoll,faerlina,us,horde,false,Paladin
64328577,Colisse,DAMNATlON,faerlina,us,horde,false,Warlock
60215602,Gurí,DAMNATlON,faerlina,us,horde,false,Paladin
76189904,Irtz,DAMNATlON,faerlina,us,horde,false,Druid
40755601,Jiw,Blood Fury,faerlina,us,horde,false,Mage
74718484,Kekwtrap,DAMNATlON,faerlina,us,horde,false,Hunter
76404045,Lahhblah,DAMNATlON,faerlina,us,horde,false,DeathKnight
73977486,Amarilf,DAMNATlON,faerlina,us,horde,false,Druid
73906648,Svante,DAMNATlON,faerlina,us,horde,false,Paladin
75823823,Hopnchill,Long Live RocknRoll,faerlina,us,horde,false,Druid
74404589,Narcage,DAMNATlON,faerlina,us,horde,false,Mage
75946711,Rukyz,DAMNATlON,faerlina,us,horde,false,Mage
68421987,Apocah,Posto Ipiranga,faerlina,us,horde,false,Druid
68565367,Arebaba,Posto Ipiranga,faerlina,us,horde,false,Paladin
74282163,Bandicoot,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
59048703,Bruss,Posto Ipiranga,faerlina,us,horde,false,Warrior
61593195,Curonada,Posto Ipiranga,faerlina,us,horde,false,Paladin
76460589,Devhagar,Posto Ipiranga,faerlina,us,horde,false,Paladin
73817583,Futureshield,Posto Ipiranga,faerlina,us,horde,false,Priest
74527237,Hafiskee,Posto Ipiranga,faerlina,us,horde,false,Rogue
69318635,Hakkashdk,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
59886243,Izug,Posto Ipiranga,faerlina,us,horde,false,Hunter
59988838,Kalisho,Posto Ipiranga,faerlina,us,horde,false,Mage
63958098,Keydren,Posto Ipiranga,faerlina,us,horde,false,Paladin
69220156,Ksae,Posto Ipiranga,faerlina,us,horde,false,Druid
67310735,Leopas,Posto Ipiranga,faerlina,us,horde,false,Mage
59885096,Lighttning,Posto Ipiranga,faerlina,us,horde,false,Paladin
62230942,Naviz,Posto Ipiranga,faerlina,us,horde,false,Warlock
74069990,Nbes,Posto Ipiranga,faerlina,us,horde,false,Rogue
68091168,Nunex,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
69655455,Pachorrow,Posto Ipiranga,faerlina,us,horde,false,Warlock
68565369,Paipaje,Posto Ipiranga,faerlina,us,horde,false,Priest
73977211,Salsicha,Posto Ipiranga,faerlina,us,horde,false,Rogue
75516509,Soulcleave,Posto Ipiranga,faerlina,us,horde,false,Warlock
76608559,Synisterr,Posto Ipiranga,faerlina,us,horde,false,Hunter
73977210,Tortão,Posto Ipiranga,faerlina,us,horde,false,Shaman
75198884,Whittee,Posto Ipiranga,faerlina,us,horde,false,Shaman
75723721,Akimbru,Posto Ipiranga,faerlina,us,horde,false,Mage
61326569,Besny,Posto Ipiranga,faerlina,us,horde,false,Paladin
43732856,Boletão,Posto Ipiranga,faerlina,us,horde,false,Priest
74323294,Chroonas,Posto Ipiranga,faerlina,us,horde,false,Mage
65288422,Coldfarto,Posto Ipiranga,faerlina,us,horde,false,Druid
41487127,Deadsec,Posto Ipiranga,faerlina,us,horde,false,Priest
68425263,Draculaw,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
75978639,Elev,Posto Ipiranga,faerlina,us,horde,false,Shaman
59212258,Elynne,Posto Ipiranga,faerlina,us,horde,false,Warlock
53366271,Gothboie,Posto Ipiranga,faerlina,us,horde,false,Priest
70746419,Gøhdez,Posto Ipiranga,faerlina,us,horde,false,Warlock
73808729,Keykar,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
71670541,Lilpikaxx,Posto Ipiranga,faerlina,us,horde,false,Warlock
68242137,Lsksaul,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
65428780,Mørwen,Posto Ipiranga,faerlina,us,horde,false,Rogue
67924848,Ousakitow,Posto Ipiranga,faerlina,us,horde,false,Paladin
67955770,Pøwerstary,Posto Ipiranga,faerlina,us,horde,false,Paladin
68582737,Rafiskee,Posto Ipiranga,faerlina,us,horde,false,Rogue
59901619,Solehzão,Posto Ipiranga,faerlina,us,horde,false,Hunter
76499516,Synîster,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
75840135,Targeterror,Long Live RocknRoll,faerlina,us,horde,false,Warlock
68193127,Tengentoppa,Posto Ipiranga,faerlina,us,horde,false,Warrior
74194058,Teuzim,Posto Ipiranga,faerlina,us,horde,false,Druid
68091169,Vhagár,Posto Ipiranga,faerlina,us,horde,false,Paladin
62908739,Vídar,Posto Ipiranga,faerlina,us,horde,false,Shaman
68243623,Brussz,Posto Ipiranga,faerlina,us,horde,false,Warlock
74545288,Dermexes,Posto Ipiranga,faerlina,us,horde,false,Paladin
76415308,Dkékw,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
76397770,Ensabannu,Posto Ipiranga,faerlina,us,horde,false,Hunter
71764752,Fatto,Posto Ipiranga,faerlina,us,horde,false,Druid
53223817,Jesuiita,Posto Ipiranga,faerlina,us,horde,false,Mage
67144785,Keydran,Posto Ipiranga,faerlina,us,horde,false,Warrior
67772894,Nouzen,Posto Ipiranga,faerlina,us,horde,false,Druid
74568905,Powerpink,Posto Ipiranga,faerlina,us,horde,false,Mage
68091994,Rebelion,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
76508421,Solehxd,Posto Ipiranga,faerlina,us,horde,false,Druid
58598031,Zølinha,Posto Ipiranga,faerlina,us,horde,false,Warlock
73797299,Akimbro,Posto Ipiranga,faerlina,us,horde,false,Mage
73938248,Bdx,Posto Ipiranga,faerlina,us,horde,false,Paladin
75762559,Brussxp,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
68091170,Brüss,Posto Ipiranga,faerlina,us,horde,false,Rogue
67219786,Cadbr,Posto Ipiranga,faerlina,us,horde,false,Priest
59945865,Capzlock,Posto Ipiranga,faerlina,us,horde,false,Warlock
73959521,Choris,Posto Ipiranga,faerlina,us,horde,false,Shaman
73906649,Cromado,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
68216873,Crïd,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
59044087,Ensabanu,Posto Ipiranga,faerlina,us,horde,false,Hunter
76470083,Hemogeninn,Posto Ipiranga,faerlina,us,horde,false,Druid
68259180,Kataphrakt,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
60042754,Marieska,Posto Ipiranga,faerlina,us,horde,false,Druid
74507501,Marrys,Posto Ipiranga,faerlina,us,horde,false,Mage
66839208,Möglichkeit,Posto Ipiranga,faerlina,us,horde,false,Paladin
44461057,Navii,Posto Ipiranga,faerlina,us,horde,false,Mage
73904781,Nochangesx,Posto Ipiranga,faerlina,us,horde,false,Shaman
74835420,Qentra,Posto Ipiranga,faerlina,us,horde,false,Hunter
73977485,Rikitopus,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
68847028,Secdead,Posto Ipiranga,faerlina,us,horde,false,Rogue
73906646,Subacu,Posto Ipiranga,faerlina,us,horde,false,Priest
73977483,Toroquinho,Posto Ipiranga,faerlina,us,horde,false,Warrior
63579196,Vallation,Posto Ipiranga,faerlina,us,horde,false,Paladin
62133740,Aquino,Posto Ipiranga,faerlina,us,horde,false,Warlock
61854740,Astorie,Posto Ipiranga,faerlina,us,horde,false,Rogue
51769050,Gizmods,Posto Ipiranga,faerlina,us,horde,false,Druid
75213005,Hmj,Posto Ipiranga,faerlina,us,horde,false,Mage
76451598,Lgstrembo,Posto Ipiranga,faerlina,us,horde,false,Rogue
73906647,Lugano,Posto Ipiranga,faerlina,us,horde,false,Paladin
59748832,Ousak,Posto Ipiranga,faerlina,us,horde,false,Warlock
66907972,Pikinha,Posto Ipiranga,faerlina,us,horde,false,Mage
73394653,Whiitte,Posto Ipiranga,faerlina,us,horde,false,Shaman
68444054,Arturuzi,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
60376287,Brussxd,Posto Ipiranga,faerlina,us,horde,false,Hunter
68244005,Crouch,Posto Ipiranga,faerlina,us,horde,false,Paladin
64343400,Prupru,Posto Ipiranga,faerlina,us,horde,false,Druid
66435650,Respeitoso,Posto Ipiranga,faerlina,us,horde,false,Paladin
60715401,Gravetin,Posto Ipiranga,faerlina,us,horde,false,Druid
63061811,Jesuits,Posto Ipiranga,faerlina,us,horde,false,Priest
75804056,Kaÿn,Posto Ipiranga,faerlina,us,horde,false,Rogue
74639168,Paijape,Posto Ipiranga,faerlina,us,horde,false,Shaman
64493451,Tiimbob,Posto Ipiranga,faerlina,us,horde,false,Shaman
74053419,Vhagáris,Posto Ipiranga,faerlina,us,horde,false,Warrior
72500444,Gronkz,Posto Ipiranga,faerlina,us,horde,false,Rogue
75508097,Uthårk,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
63516880,Vuljyn,Posto Ipiranga,faerlina,us,horde,false,Shaman
68092195,Ousakek,Posto Ipiranga,faerlina,us,horde,false,Priest
74756384,Vhagarlock,Posto Ipiranga,faerlina,us,horde,false,Warlock
62547995,Atelophobia,Posto Ipiranga,faerlina,us,horde,false,Rogue
64046308,Baloou,Posto Ipiranga,faerlina,us,horde,false,Druid
76307741,Bearlyfits,Posto Ipiranga,faerlina,us,horde,false,Druid
76448175,Bigfo,Posto Ipiranga,faerlina,us,horde,false,Druid
62427053,Brosan,Posto Ipiranga,faerlina,us,horde,false,Shaman
64591122,Darshath,Posto Ipiranga,faerlina,us,horde,false,Priest
76447946,Especialixta,Posto Ipiranga,faerlina,us,horde,false,Rogue
72025752,Excied,Posto Ipiranga,faerlina,us,horde,false,Paladin
65189158,Floker,Posto Ipiranga,faerlina,us,horde,false,Paladin
65819058,Flurrytank,Posto Ipiranga,faerlina,us,horde,false,Warrior
76431985,Gennisp,Posto Ipiranga,faerlina,us,horde,false,Priest
76396455,Jakbo,Posto Ipiranga,faerlina,us,horde,false,Hunter
74111085,Jantherivon,Posto Ipiranga,faerlina,us,horde,false,Paladin
76326086,Kimchidk,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
76053180,Liön,Posto Ipiranga,faerlina,us,horde,false,Priest
75912707,Nozirok,Posto Ipiranga,faerlina,us,horde,false,Warlock
75950056,Omrrx,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
75949079,Robertsmage,Posto Ipiranga,faerlina,us,horde,false,Mage
76448174,Shamshocker,Posto Ipiranga,faerlina,us,horde,false,Shaman
76356565,Shymen,Posto Ipiranga,faerlina,us,horde,false,Shaman
76149395,Sniperzug,Posto Ipiranga,faerlina,us,horde,false,Hunter
75787856,Voradorr,Posto Ipiranga,faerlina,us,horde,false,Warlock
76448173,Xtralarge,Posto Ipiranga,faerlina,us,horde,false,Paladin
76145289,Yavelmago,Posto Ipiranga,faerlina,us,horde,false,Mage
76212948,Youbetimblut,Posto Ipiranga,faerlina,us,horde,false,DeathKnight
67170708,Badzombra,Blood Fury,faerlina,us,horde,false,Rogue
73112333,Bomdapeia,Blood Fury,faerlina,us,horde,false,Hunter
60137685,Brandxx,Blood Fury,faerlina,us,horde,false,Warlock
62393604,Ciriaty,Blood Fury,faerlina,us,horde,false,Paladin
41487133,Deepro,Blood Fury,faerlina,us,horde,false,Mage
59814233,Felpin,Blood Fury,faerlina,us,horde,false,Paladin
68419404,Goodpurist,Blood Fury,faerlina,us,horde,false,Paladin
40709854,Insanityzz,Blood Fury,faerlina,us,horde,false,Warrior
66279142,Intorpecente,Blood Fury,faerlina,us,horde,false,Warrior
64185033,Jiwx,Blood Fury,faerlina,us,horde,false,Warlock
62729587,Nalu,Blood Fury,faerlina,us,horde,false,Paladin
75915112,Phaora,Blood Fury,faerlina,us,horde,false,Paladin
41487132,Pharlock,Blood Fury,faerlina,us,horde,false,Warlock
74210012,Purdanuts,Blood Fury,faerlina,us,horde,false,Paladin
74233752,Ruksqt,Blood Fury,faerlina,us,horde,false,Warlock
74076641,Sesshõmaru,crimes,faerlina,us,horde,false,DeathKnight
60601568,Shamanuu,Blood Fury,faerlina,us,horde,false,Shaman
75941852,Smorogue,Blood Fury,faerlina,us,horde,false,Rogue
75963474,Steelz,Blood Fury,faerlina,us,horde,false,DeathKnight
68161152,Thrakin,Blood Fury,faerlina,us,horde,false,Druid
59765520,Timzz,Blood Fury,faerlina,us,horde,false,Hunter
40709867,Urip,Blood Fury,faerlina,us,horde,false,Priest
41127106,Xunda,Blood Fury,faerlina,us,horde,false,Rogue
68160896,Benimaru,Blood Fury,faerlina,us,horde,false,DeathKnight
40709858,Chtm,Blood Fury,faerlina,us,horde,false,Hunter
68110498,Fofodelicia,Blood Fury,faerlina,us,horde,false,DeathKnight
71101906,Kítføde,Blood Fury,faerlina,us,horde,false,Paladin
68376249,Oldmad,Blood Fury,faerlina,us,horde,false,Shaman
60451663,Phelipe,Blood Fury,faerlina,us,horde,false,Paladin
